Gene 1,Gene 2,Weight,Network group,cluster
GRM4,CACNA1A,0.012974473,Co-expression,8,
GRM4,CNTN6,0.006836297,Co-expression,8,
VSTM2A,CDK14,0.010244101,Co-expression,8,
VSTM2A,ERC2,0.004058781,Co-expression,8,
VSTM2A,AK5,0.008511702,Co-expression,8,
VSTM2A,CELF4,0.005071922,Co-expression,8,
VSTM2A,ADGRB3,0.003807622,Co-expression,8,
PRICKLE2,HS3ST4,0.00627398,Co-expression,8,
PRICKLE2,FAM19A1,0.007072331,Co-expression,8,
PRICKLE2,CLSTN2,0.006134275,Co-expression,8,
PRICKLE2,EPHA4,0.008613008,Co-expression,8,
PRICKLE2,ERC2,0.003401715,Co-expression,8,
PRICKLE2,AK5,0.006739782,Co-expression,8,
PRICKLE2,CELF4,0.003894214,Co-expression,8,
PRICKLE2,BRINP1,0.005130374,Co-expression,8,
PRICKLE2,SYT1,0.004504962,Co-expression,8,
PRICKLE2,VSTM2A,0.006271518,Co-expression,8,
GAD1,NRXN3,0.011570788,Co-expression,8,
GAD1,CPNE4,0.008926,Co-expression,8,
GABRA1,SHISA6,0.009543762,Co-expression,8,
GABRA1,CACNA1A,0.011539667,Co-expression,8,
GABRA1,BRINP1,0.005964328,Co-expression,8,
NWD2,FAM19A1,0.014269898,Co-expression,8,
NWD2,GRIK4,0.016294733,Co-expression,8,
NWD2,CLSTN2,0.00998146,Co-expression,8,
NWD2,AK5,0.011552571,Co-expression,8,
NWD2,BHLHE22,0.015544884,Co-expression,8,
KCNC2,FAM19A1,0.009505504,Co-expression,8,
KCNC2,CLSTN2,0.009163217,Co-expression,8,
KCNC2,CDK14,0.010016234,Co-expression,8,
KCNC2,BRINP1,0.006938508,Co-expression,8,
KCNC2,SYT1,0.005852714,Co-expression,8,
KCNC2,BHLHE22,0.010164116,Co-expression,8,
KCNC2,PRICKLE2,0.006399477,Co-expression,8,
KCNC2,NWD2,0.010673543,Co-expression,8,
DPP10,CDK14,0.009545904,Co-expression,8,
DPP10,SYT1,0.005791173,Co-expression,8,
SPOCK1,CLSTN2,0.006530256,Co-expression,8,
RBFOX1,ELAVL2,0.010961622,Co-expression,8,
EPHA4,RBFOX1,0.010489119,Co-expression,8,
CELF4,CDK14,0.015515904,Co-expression,8,
BRINP1,RBFOX1,0.002917021,Co-expression,8,
CADPS,ZBTB20,0.006528027,Co-expression,8,
CADPS,ELAVL2,0.007897517,Co-expression,8,
CADPS,RBFOX1,0.002045846,Co-expression,8,
CADPS,EPHA4,0.007522613,Co-expression,8,
CADPS,CELF4,0.003139007,Co-expression,8,
CADPS,BRINP1,0.002084895,Co-expression,8,
RAB37,CLSTN2,0.007327453,Co-expression,8,
SYT1,RBFOX1,0.006001867,Co-expression,8,
SYT1,BRINP1,0.006088876,Co-expression,8,
SYT1,CADPS,0.00429818,Co-expression,8,
CNTN6,CADPS,0.002585147,Co-expression,8,
BHLHE22,ZBTB20,0.016877212,Co-expression,8,
BHLHE22,BRINP1,0.005266081,Co-expression,8,
VSTM2A,KCNQ5,0.006148094,Co-expression,8,
VSTM2A,ELAVL2,0.01201923,Co-expression,8,
VSTM2A,RBFOX1,0.003108613,Co-expression,8,
VSTM2A,EPHA4,0.011459908,Co-expression,8,
VSTM2A,AK5,0.005067908,Co-expression,8,
VSTM2A,BRINP1,0.003156343,Co-expression,8,
VSTM2A,CADPS,0.002232825,Co-expression,8,
VSTM2A,CAMK1G,0.004045204,Co-expression,8,
GAD1,RBFOX1,0.006133682,Co-expression,8,
GAD1,AK5,0.010032724,Co-expression,8,
GAD1,BRINP1,0.006224111,Co-expression,8,
GABRA1,EPHA4,0.013833254,Co-expression,8,
GABRA1,CELF4,0.005758081,Co-expression,8,
GABRA1,CADPS,0.002703645,Co-expression,8,
GABRA1,VSTM2A,0.004093102,Co-expression,8,
EPHA4,ARHGEF25,0.012280935,Co-expression,8,
NRP1,ZBTB20,0.016003808,Co-expression,8,
CADPS,ELAVL2,0.004700068,Co-expression,8,
CADPS,CDK14,0.009398311,Co-expression,8,
SYT1,PRKCA,0.011834282,Co-expression,8,
SYT1,CELF4,0.004590037,Co-expression,8,
SYT1,CADPS,0.005183532,Co-expression,8,
GAD1,CELF4,0.003758651,Co-expression,8,
GAD1,CADPS,0.00446671,Co-expression,8,
GAD1,SYT1,0.007120396,Co-expression,8,
GABRA1,CACNA1A,0.015286665,Co-expression,8,
GABRA1,GAD1,0.009479999,Co-expression,8,
NRP1,ZBTB20,0.012376774,Co-expression,8,
CADPS,CELF4,0.022643305,Co-expression,8,
CDK14,ZBTB20,0.007769493,Co-expression,8,
ARHGEF25,ZBTB20,0.003712482,Co-expression,8,
PRKCA,ZBTB20,0.006403969,Co-expression,8,
PRKCA,ARHGEF25,0.005879179,Co-expression,8,
NRP1,ZBTB20,0.003251039,Co-expression,8,
NRP1,ARHGEF25,0.003007691,Co-expression,8,
NRP1,PRKCA,0.005528486,Co-expression,8,
GAD1,CADPS,0.00661218,Co-expression,8,
GABRA1,ELAVL2,0.006987978,Co-expression,8,
GABRA1,SYT1,0.006676751,Co-expression,8,
EPHA4,ELAVL2,0.009575531,Co-expression,8,
NRP1,ZBTB20,0.013541832,Co-expression,8,
CADPS,ELAVL2,0.009260355,Co-expression,8,
SYT1,ELAVL2,0.001743928,Co-expression,8,
SYT1,EPHA4,0.008010111,Co-expression,8,
GAD1,SYT1,0.005073196,Co-expression,8,
GABRA1,ELAVL2,0.004527958,Co-expression,8,
GABRA1,CADPS,0.02028852,Co-expression,8,
EPHA4,CACNA1A,0.013599746,Co-expression,8,
NRP1,NECTIN3,0.012234711,Co-expression,8,
CADPS,PRKCA,0.022684932,Co-expression,8,
SYT1,CELF4,0.01284573,Co-expression,8,
GAD1,ELAVL2,0.019970797,Co-expression,8,
DCC,NRXN3,0.006941278,Co-expression,8,
RBFOX1,ELAVL2,0.01049018,Co-expression,8,
ARHGEF25,ZBTB20,0.013004435,Co-expression,8,
PRICKLE2,NECTIN3,0.013512036,Co-expression,8,
NWD2,GRM4,0.017481992,Co-expression,8,
EPHA4,ARHGEF25,0.01183341,Co-expression,8,
NRP1,ARHGEF25,0.008842856,Co-expression,8,
SYT1,CACNA1A,0.006743474,Co-expression,8,
GAD1,CELF4,0.003446359,Co-expression,8,
GAD1,CADPS,0.007158121,Co-expression,8,
GABRA1,ELAVL2,0.005529613,Co-expression,8,
CADPS,ELAVL2,0.012414234,Co-expression,8,
SYT1,CADPS,0.010685423,Co-expression,8,
NRP1,ZBTB20,0.01038488,Co-expression,8,
SYT1,NECTIN3,0.013943963,Co-expression,8,
TRHDE,SHISA6,0.018436663,Co-localization,8,
SPOCK1,GRIK4,0.013211778,Co-localization,8,
CDK14,CLSTN2,0.013882151,Co-localization,8,
RBFOX1,KCNQ5,0.010501254,Co-localization,8,
EPHA4,DCC,0.01964815,Co-localization,8,
EPHA4,ARHGEF25,0.014586662,Co-localization,8,
ERC2,CPNE4,0.002426781,Co-localization,8,
AK5,CPNE4,0.003375456,Co-localization,8,
AK5,ERC2,0.002808945,Co-localization,8,
BRINP1,CPNE4,0.003499989,Co-localization,8,
BRINP1,TRHDE,0.008859032,Co-localization,8,
BRINP1,CLSTN2,0.010312717,Co-localization,8,
BRINP1,CDK14,0.005690606,Co-localization,8,
BRINP1,ERC2,0.003133836,Co-localization,8,
CADPS,DCC,0.009998459,Co-localization,8,
CADPS,EPHA4,0.009303607,Co-localization,8,
TMEM181A,RIMS1,0.012962053,Co-localization,8,
ADGRB3,SHISA6,0.013569055,Co-localization,8,
ADGRB3,TRHDE,0.014082367,Co-localization,8,
ADGRB3,BRINP1,0.006722397,Co-localization,8,
CAMK1G,DCC,0.016916443,Co-localization,8,
CAMK1G,ARHGEF25,0.013725347,Co-localization,8,
CAMK1G,EPHA4,0.015389569,Co-localization,8,
CAMK1G,CADPS,0.009999936,Co-localization,8,
GABRA4,BRINP1,0.008397986,Co-localization,8,
SYT1,CPNE4,0.002572234,Co-localization,8,
SYT1,TRHDE,0.006260608,Co-localization,8,
SYT1,CLSTN2,0.007266565,Co-localization,8,
SYT1,SPOCK1,0.005239249,Co-localization,8,
SYT1,ERC2,0.004267694,Co-localization,8,
SYT1,BRINP1,0.003279963,Co-localization,8,
SYT1,CADPS,0.003948464,Co-localization,8,
SYT1,ADGRB3,0.004852307,Co-localization,8,
SYT1,GABRA4,0.005905331,Co-localization,8,
CNTN6,SHISA6,0.015931804,Co-localization,8,
CNTN6,TRHDE,0.016474452,Co-localization,8,
CNTN6,BRINP1,0.007685365,Co-localization,8,
CNTN6,ADGRB3,0.0116573,Co-localization,8,
CNKSR2,SHISA6,0.011048961,Co-localization,8,
CNKSR2,DOCK4,0.008166778,Co-localization,8,
CNKSR2,BRINP1,0.005778969,Co-localization,8,
CNKSR2,SYT1,0.004088107,Co-localization,8,
GRM4,KCNQ5,0.015351574,Co-localization,8,
GRM4,RBFOX1,0.015813343,Co-localization,8,
LMF1,RNF182,0.012497329,Co-localization,8,
LMF1,ELAVL2,0.005911092,Co-localization,8,
VSTM2A,CPNE4,0.002842455,Co-localization,8,
VSTM2A,TRHDE,0.006676643,Co-localization,8,
VSTM2A,CLSTN2,0.007759587,Co-localization,8,
VSTM2A,SPOCK1,0.005593865,Co-localization,8,
VSTM2A,ERC2,0.002378381,Co-localization,8,
VSTM2A,AK5,0.003170045,Co-localization,8,
VSTM2A,BRINP1,0.003533904,Co-localization,8,
VSTM2A,CADPS,0.004224632,Co-localization,8,
VSTM2A,ADGRB3,0.005189018,Co-localization,8,
VSTM2A,GABRA4,0.006325566,Co-localization,8,
VSTM2A,SYT1,0.00262217,Co-localization,8,
VSTM2A,CNTN6,0.005965011,Co-localization,8,
GAD1,TRHDE,0.019665275,Co-localization,8,
GAD1,BRINP1,0.009841688,Co-localization,8,
GAD1,SYT1,0.006776009,Co-localization,8,
GAD1,VSTM2A,0.007379978,Co-localization,8,
GABRA1,RIMS1,0.008359396,Co-localization,8,
GABRA1,TMEM181A,0.009656494,Co-localization,8,
GABRA1,SYT1,0.003930435,Co-localization,8,
KCNC2,CPNE4,0.003827201,Co-localization,8,
KCNC2,AK5,0.004559281,Co-localization,8,
KCNC2,GABRA4,0.009026517,Co-localization,8,
KCNC2,SYT1,0.003456964,Co-localization,8,
KCNC2,VSTM2A,0.00388048,Co-localization,8,
DPP10,CPNE4,0.007124169,Co-localization,8,
DPP10,TRHDE,0.017479565,Co-localization,8,
DPP10,ERC2,0.006109183,Co-localization,8,
DPP10,BRINP1,0.009233716,Co-localization,8,
DPP10,ADGRB3,0.013359927,Co-localization,8,
DPP10,SYT1,0.006493776,Co-localization,8,
TRHDE,CPNE4,0.019580211,Co-localization,8,
SPOCK1,CLSTN2,0.009938713,Co-localization,8,
ERC2,KCNQ5,0.020427711,Co-localization,8,
BRINP1,RIMS1,0.009479753,Co-localization,8,
BRINP1,RBFOX1,0.005181801,Co-localization,8,
BRINP1,ERC2,0.005199811,Co-localization,8,
CADPS,CLSTN2,0.003943371,Co-localization,8,
CADPS,SPOCK1,0.004377218,Co-localization,8,
CADPS,CDK14,0.004970111,Co-localization,8,
CADPS,PRKCA,0.007424519,Co-localization,8,
CADPS,CELF4,0.00240987,Co-localization,8,
ADGRB3,KCNQ5,0.016112963,Co-localization,8,
ADGRB3,BRINP1,0.005024974,Co-localization,8,
CAMK1G,BRINP1,0.004626622,Co-localization,8,
CAMK1G,RAB26,0.015004365,Co-localization,8,
GABRA4,KCNQ5,0.015265947,Co-localization,8,
GABRA4,ERC2,0.01348857,Co-localization,8,
GABRA4,ADGRB3,0.011589238,Co-localization,8,
SYT1,CLSTN2,0.005482956,Co-localization,8,
SYT1,CDK14,0.006798515,Co-localization,8,
SYT1,PRKCA,0.010031587,Co-localization,8,
SYT1,CELF4,0.003394299,Co-localization,8,
SYT1,CADPS,0.002763001,Co-localization,8,
CNTN6,CACNA1A,0.013775587,Co-localization,8,
CNKSR2,RIMS1,0.013981068,Co-localization,8,
CNKSR2,FAM19A1,0.01028237,Co-localization,8,
CNKSR2,ERC2,0.008005635,Co-localization,8,
CNKSR2,BRINP1,0.003687079,Co-localization,8,
CNKSR2,ADGRB3,0.007748797,Co-localization,8,
CNKSR2,GABRA4,0.006636294,Co-localization,8,
BHLHE22,FAM19A1,0.01936201,Co-localization,8,
BHLHE22,CNKSR2,0.010152234,Co-localization,8,
VSTM2A,CAMK1G,0.005261992,Co-localization,8,
PRICKLE2,ARHGEF25,0.011906217,Co-localization,8,
PRICKLE2,EPHA4,0.016978748,Co-localization,8,
PRICKLE2,VSTM2A,0.005729538,Co-localization,8,
GAD1,CELF4,0.003925902,Co-localization,8,
GAD1,VSTM2A,0.004120199,Co-localization,8,
GABRA1,RBFOX1,0.006942698,Co-localization,8,
GABRA1,PRKCA,0.010937096,Co-localization,8,
GABRA1,CELF4,0.003628647,Co-localization,8,
GABRA1,BRINP1,0.003462272,Co-localization,8,
GABRA1,CADPS,0.003011924,Co-localization,8,
GABRA1,CAMK1G,0.006137153,Co-localization,8,
GABRA1,SYT1,0.004092776,Co-localization,8,
GABRA1,VSTM2A,0.003775909,Co-localization,8,
GABRA1,GAD1,0.004862213,Co-localization,8,
DPP10,GABRA1,0.009573998,Co-localization,8,
RBFOX1,KCNQ5,0.005097252,Co-localization,8,
RBFOX1,CPNE4,0.004125437,Co-localization,8,
EPHA4,RNF182,0.010277255,Co-localization,8,
ERC2,RBFOX1,0.005179521,Co-localization,8,
CELF4,CPNE4,0.004477634,Co-localization,8,
CELF4,RBFOX1,0.001108843,Co-localization,8,
BRINP1,RBFOX1,0.002805956,Co-localization,8,
BRINP1,AK5,0.005919513,Co-localization,8,
BRINP1,CELF4,0.00321257,Co-localization,8,
CADPS,ERC2,0.012550134,Co-localization,8,
CADPS,CELF4,0.002654192,Co-localization,8,
CAMK1G,CELF4,0.002832993,Co-localization,8,
GABRA4,AK5,0.00964313,Co-localization,8,
SYT1,CPNE4,0.003146007,Co-localization,8,
SYT1,RBFOX1,0.000819934,Co-localization,8,
SYT1,ERC2,0.003728215,Co-localization,8,
SYT1,AK5,0.00172786,Co-localization,8,
SYT1,CELF4,0.000842439,Co-localization,8,
SYT1,BRINP1,0.002336283,Co-localization,8,
SYT1,CADPS,0.001843193,Co-localization,8,
SYT1,CAMK1G,0.002086252,Co-localization,8,
CNTN6,RBFOX1,0.004991599,Co-localization,8,
CNTN6,AK5,0.0093559,Co-localization,8,
BHLHE22,CELF4,0.004689648,Co-localization,8,
PRICKLE2,BRINP1,0.010974471,Co-localization,8,
GABRA1,RBFOX1,0.002750564,Co-localization,8,
GABRA1,ERC2,0.016442694,Co-localization,8,
GABRA1,SYT1,0.001939087,Co-localization,8,
DPP10,SYT1,0.003074647,Co-localization,8,
NRXN3,RIMS1,0.002404077,Predicted,8,
CPNE4,NRXN3,0.001224141,Predicted,8,
GRIK4,DOCK4,0.004542528,Predicted,8,
GRIK4,CPNE4,0.002754885,Predicted,8,
TRHDE,NRXN3,0.001348056,Predicted,8,
TRHDE,DOCK4,0.005230433,Predicted,8,
TRHDE,CPNE4,0.003817324,Predicted,8,
CLSTN2,NRXN3,0.001917447,Predicted,8,
CLSTN2,CPNE4,0.002966465,Predicted,8,
SPOCK1,RIMS1,0.002840858,Predicted,8,
SPOCK1,NRXN3,0.002118058,Predicted,8,
SPOCK1,GRIK4,0.003872246,Predicted,8,
SPOCK1,TRHDE,0.00343742,Predicted,8,
SPOCK1,CLSTN2,0.005852279,Predicted,8,
DCC,RIMS1,0.001270196,Predicted,8,
DCC,NRXN3,0.001082103,Predicted,8,
CDK14,RIMS1,0.002020331,Predicted,8,
CDK14,NRXN3,0.001010422,Predicted,8,
CDK14,CPNE4,0.001526883,Predicted,8,
CDK14,CLSTN2,0.003213929,Predicted,8,
CDK14,SPOCK1,0.002160838,Predicted,8,
RBFOX1,NRXN3,0.001065408,Predicted,8,
RBFOX1,KCNQ5,0.046256818,Predicted,8,
RBFOX1,CPNE4,0.001456035,Predicted,8,
RBFOX1,TRHDE,0.002257021,Predicted,8,
CACNA1A,RIMS1,0.000844138,Predicted,8,
CACNA1A,NRXN3,0.000550969,Predicted,8,
PRKCA,DCC,0.000640342,Predicted,8,
EPHA4,NRXN3,0.000584154,Predicted,8,
EPHA4,CPNE4,0.000680614,Predicted,8,
EPHA4,NECTIN3,0.00069522,Predicted,8,
EPHA4,DCC,0.000777577,Predicted,8,
EPHA4,CACNA1A,0.000315618,Predicted,8,
ERC2,NRXN3,0.001153819,Predicted,8,
ERC2,CPNE4,0.00156332,Predicted,8,
ERC2,GRIK4,0.001749992,Predicted,8,
ERC2,CLSTN2,0.002610998,Predicted,8,
ERC2,SPOCK1,0.001698241,Predicted,8,
ERC2,CDK14,0.001432233,Predicted,8,
ERC2,RBFOX1,0.002482531,Predicted,8,
ERC2,CACNA1A,0.000385057,Predicted,8,
ERC2,EPHA4,0.000427712,Predicted,8,
AK5,NRXN3,0.000882267,Predicted,8,
AK5,KCNQ5,0.02843618,Predicted,8,
AK5,CPNE4,0.002617955,Predicted,8,
AK5,GRIK4,0.002248182,Predicted,8,
AK5,CDK14,0.002183781,Predicted,8,
AK5,RBFOX1,0.002011628,Predicted,8,
AK5,ERC2,0.001399125,Predicted,8,
NRP1,CACNA1A,0.000234329,Predicted,8,
NRP1,PRKCA,0.000223706,Predicted,8,
NRP1,EPHA4,0.000346401,Predicted,8,
CELF4,RBFOX1,0.004656706,Predicted,8,
BRINP1,NRXN3,0.001097064,Predicted,8,
BRINP1,CPNE4,0.001368916,Predicted,8,
BRINP1,GRIK4,0.001723581,Predicted,8,
BRINP1,TRHDE,0.002930931,Predicted,8,
BRINP1,CLSTN2,0.002766494,Predicted,8,
BRINP1,SPOCK1,0.001285245,Predicted,8,
BRINP1,CDK14,0.001135505,Predicted,8,
BRINP1,RBFOX1,0.001036411,Predicted,8,
BRINP1,ERC2,0.001680016,Predicted,8,
BRINP1,AK5,0.001133518,Predicted,8,
BRINP1,CELF4,0.002317217,Predicted,8,
CADPS,RIMS1,0.001225497,Predicted,8,
CADPS,NRXN3,0.001717108,Predicted,8,
CADPS,CPNE4,0.000868254,Predicted,8,
CADPS,GRIK4,0.000980286,Predicted,8,
CADPS,TRHDE,0.001141127,Predicted,8,
CADPS,CLSTN2,0.001250334,Predicted,8,
CADPS,SPOCK1,0.001024403,Predicted,8,
CADPS,DCC,0.000880534,Predicted,8,
CADPS,CDK14,0.00079024,Predicted,8,
CADPS,RBFOX1,0.001179498,Predicted,8,
CADPS,CACNA1A,0.000449108,Predicted,8,
CADPS,EPHA4,0.001133982,Predicted,8,
CADPS,ERC2,0.00125683,Predicted,8,
CADPS,AK5,0.000831033,Predicted,8,
CADPS,NRP1,0.000195061,Predicted,8,
CADPS,CELF4,0.001598442,Predicted,8,
CADPS,BRINP1,0.001020608,Predicted,8,
MPP7,TRPS1,0.5048057,Predicted,8,
RAB26,RIMS1,0.33669025,Predicted,8,
TMEM181A,RIMS1,0.22613987,Predicted,8,
RAB37,RIMS1,0.23259595,Predicted,8,
ADGRB3,NRXN3,0.001620542,Predicted,8,
ADGRB3,CPNE4,0.002660526,Predicted,8,
ADGRB3,GRIK4,0.002452161,Predicted,8,
ADGRB3,TRHDE,0.005251782,Predicted,8,
ADGRB3,CLSTN2,0.003091579,Predicted,8,
ADGRB3,SPOCK1,0.002972925,Predicted,8,
ADGRB3,CDK14,0.001982089,Predicted,8,
ADGRB3,ERC2,0.001363131,Predicted,8,
ADGRB3,AK5,0.001513521,Predicted,8,
ADGRB3,BRINP1,0.002061447,Predicted,8,
ADGRB3,CADPS,0.000652248,Predicted,8,
CAMK1G,NRXN3,0.000657404,Predicted,8,
CAMK1G,CPNE4,0.001164847,Predicted,8,
CAMK1G,GRIK4,0.001237181,Predicted,8,
CAMK1G,RBFOX1,0.001004109,Predicted,8,
CAMK1G,ARHGEF25,0.005819766,Predicted,8,
CAMK1G,PRKCA,0.000686957,Predicted,8,
CAMK1G,EPHA4,0.000421169,Predicted,8,
CAMK1G,ERC2,0.001032975,Predicted,8,
CAMK1G,AK5,0.001001319,Predicted,8,
CAMK1G,CELF4,0.002118182,Predicted,8,
CAMK1G,BRINP1,0.001165964,Predicted,8,
CAMK1G,CADPS,0.000847334,Predicted,8,
CAMK1G,ADGRB3,0.001017353,Predicted,8,
GABRA4,NRXN3,0.00132873,Predicted,8,
GABRA4,CPNE4,0.002089259,Predicted,8,
GABRA4,EPHA4,0.00120137,Predicted,8,
GABRA4,ERC2,0.001966972,Predicted,8,
GABRA4,AK5,0.001616431,Predicted,8,
GABRA4,BRINP1,0.001622629,Predicted,8,
SYT1,RIMS1,0.001963897,Predicted,8,
SYT1,NRXN3,0.001576249,Predicted,8,
SYT1,CPNE4,0.000948058,Predicted,8,
SYT1,GRIK4,0.000647938,Predicted,8,
SYT1,TRHDE,0.000898838,Predicted,8,
SYT1,CLSTN2,0.00141769,Predicted,8,
SYT1,SPOCK1,0.001509975,Predicted,8,
SYT1,DCC,0.000487066,Predicted,8,
SYT1,CDK14,0.001327875,Predicted,8,
SYT1,RBFOX1,0.001022152,Predicted,8,
SYT1,CACNA1A,0.001440211,Predicted,8,
SYT1,PRKCA,0.000328557,Predicted,8,
SYT1,EPHA4,0.000496219,Predicted,8,
SYT1,ERC2,0.001607253,Predicted,8,
SYT1,AK5,0.001430498,Predicted,8,
SYT1,NRP1,0.000188196,Predicted,8,
SYT1,BRINP1,0.000826166,Predicted,8,
SYT1,CADPS,0.001456043,Predicted,8,
SYT1,ADGRB3,0.001114935,Predicted,8,
SYT1,CAMK1G,0.00054105,Predicted,8,
SYT1,GABRA4,0.002109204,Predicted,8,
CNTN6,NRXN3,0.001546077,Predicted,8,
CNTN6,GRIK4,0.002503098,Predicted,8,
CNTN6,TRHDE,0.005583922,Predicted,8,
CNTN6,SPOCK1,0.003497133,Predicted,8,
CNTN6,ERC2,0.001632097,Predicted,8,
CNTN6,BRINP1,0.002009843,Predicted,8,
CNTN6,CADPS,0.001105353,Predicted,8,
CNTN6,ADGRB3,0.003961641,Predicted,8,
CNTN6,CAMK1G,0.001452751,Predicted,8,
CNTN6,GABRA4,0.002030167,Predicted,8,
CNTN6,SYT1,0.001310725,Predicted,8,
CNKSR2,RIMS1,0.002486512,Predicted,8,
CNKSR2,NRXN3,0.000932224,Predicted,8,
CNKSR2,DOCK4,0.004787077,Predicted,8,
CNKSR2,CPNE4,0.002319758,Predicted,8,
CNKSR2,GRIK4,0.003287263,Predicted,8,
CNKSR2,TRHDE,0.004052538,Predicted,8,
CNKSR2,CLSTN2,0.003215509,Predicted,8,
CNKSR2,SPOCK1,0.002257292,Predicted,8,
CNKSR2,ERC2,0.001275607,Predicted,8,
CNKSR2,AK5,0.001404727,Predicted,8,
CNKSR2,BRINP1,0.001369558,Predicted,8,
CNKSR2,CADPS,0.000661852,Predicted,8,
CNKSR2,ADGRB3,0.002795775,Predicted,8,
CNKSR2,GABRA4,0.002246415,Predicted,8,
CNKSR2,SYT1,0.000572147,Predicted,8,
CNKSR2,CNTN6,0.001862019,Predicted,8,
GRM4,RIMS1,0.006694875,Predicted,8,
GRM4,NRXN3,0.002567195,Predicted,8,
GRM4,CACNA1A,0.001735327,Predicted,8,
GRM4,EPHA4,0.00204011,Predicted,8,
GRM4,CADPS,0.001583695,Predicted,8,
GRM4,SYT1,0.001460306,Predicted,8,
LMF1,RNF182,0.18999596,Predicted,8,
VSTM2A,NRXN3,0.001412424,Predicted,8,
VSTM2A,CPNE4,0.001864822,Predicted,8,
VSTM2A,GRIK4,0.002979023,Predicted,8,
VSTM2A,TRHDE,0.003168673,Predicted,8,
VSTM2A,CLSTN2,0.003430368,Predicted,8,
VSTM2A,SPOCK1,0.003005653,Predicted,8,
VSTM2A,ERC2,0.001311215,Predicted,8,
VSTM2A,AK5,0.001670454,Predicted,8,
VSTM2A,BRINP1,0.001571172,Predicted,8,
VSTM2A,CADPS,0.000990687,Predicted,8,
VSTM2A,ADGRB3,0.002519473,Predicted,8,
VSTM2A,CAMK1G,0.001066866,Predicted,8,
VSTM2A,GABRA4,0.003332748,Predicted,8,
VSTM2A,SYT1,0.000837503,Predicted,8,
VSTM2A,CNTN6,0.002796583,Predicted,8,
VSTM2A,CNKSR2,0.001975433,Predicted,8,
GAD1,NRXN3,0.010185964,Predicted,8,
GAD1,TRHDE,0.009141218,Predicted,8,
GAD1,BRINP1,0.003990161,Predicted,8,
GAD1,ADGRB3,0.004994893,Predicted,8,
GAD1,SYT1,0.001752277,Predicted,8,
GAD1,CNTN6,0.005077696,Predicted,8,
GAD1,VSTM2A,0.005424542,Predicted,8,
GABRA1,RIMS1,0.001783629,Predicted,8,
GABRA1,NRXN3,0.001374335,Predicted,8,
GABRA1,CPNE4,0.001588181,Predicted,8,
GABRA1,GRIK4,0.001802342,Predicted,8,
GABRA1,TRHDE,0.002745699,Predicted,8,
GABRA1,CLSTN2,0.002777895,Predicted,8,
GABRA1,SPOCK1,0.00212552,Predicted,8,
GABRA1,CDK14,0.00194425,Predicted,8,
GABRA1,ERC2,0.00199944,Predicted,8,
GABRA1,AK5,0.001345623,Predicted,8,
GABRA1,BRINP1,0.001520085,Predicted,8,
GABRA1,CADPS,0.000738593,Predicted,8,
GABRA1,ADGRB3,0.001932924,Predicted,8,
GABRA1,GABRA4,0.003778979,Predicted,8,
GABRA1,SYT1,0.001098244,Predicted,8,
GABRA1,CNTN6,0.002720002,Predicted,8,
GABRA1,CNKSR2,0.002072395,Predicted,8,
GABRA1,VSTM2A,0.002069933,Predicted,8,
NWD2,RIMS1,0.003634874,Predicted,8,
NWD2,NRXN3,0.001782561,Predicted,8,
NWD2,GRIK4,0.004210808,Predicted,8,
NWD2,SPOCK1,0.004799581,Predicted,8,
NWD2,CDK14,0.003113615,Predicted,8,
NWD2,ERC2,0.002251692,Predicted,8,
NWD2,AK5,0.002044962,Predicted,8,
NWD2,BRINP1,0.001479264,Predicted,8,
NWD2,CADPS,0.001056503,Predicted,8,
NWD2,SYT1,0.001185547,Predicted,8,
NWD2,CNKSR2,0.003222338,Predicted,8,
NWD2,VSTM2A,0.002231474,Predicted,8,
NWD2,GABRA1,0.003168305,Predicted,8,
KCNC2,RIMS1,0.004894842,Predicted,8,
KCNC2,NRXN3,0.00261839,Predicted,8,
KCNC2,SPOCK1,0.005311012,Predicted,8,
KCNC2,AK5,0.004151421,Predicted,8,
KCNC2,CADPS,0.001422723,Predicted,8,
KCNC2,ADGRB3,0.003816909,Predicted,8,
KCNC2,GABRA4,0.005076787,Predicted,8,
KCNC2,SYT1,0.00197806,Predicted,8,
KCNC2,VSTM2A,0.0048825,Predicted,8,
DPP10,NRXN3,0.00168369,Predicted,8,
DPP10,CPNE4,0.00168321,Predicted,8,
DPP10,TRHDE,0.004253168,Predicted,8,
DPP10,CLSTN2,0.004468054,Predicted,8,
DPP10,SPOCK1,0.002405697,Predicted,8,
DPP10,CDK14,0.001608873,Predicted,8,
DPP10,RBFOX1,0.003190759,Predicted,8,
DPP10,ERC2,0.002386922,Predicted,8,
DPP10,AK5,0.00141219,Predicted,8,
DPP10,BRINP1,0.003100707,Predicted,8,
DPP10,CADPS,0.001774769,Predicted,8,
DPP10,ADGRB3,0.003704511,Predicted,8,
DPP10,CAMK1G,0.001853305,Predicted,8,
DPP10,SYT1,0.001345272,Predicted,8,
DPP10,CNTN6,0.002048244,Predicted,8,
DPP10,CNKSR2,0.001614187,Predicted,8,
DPP10,VSTM2A,0.002015623,Predicted,8,
DPP10,GABRA1,0.001522871,Predicted,8,
DPP10,NWD2,0.003179874,Predicted,8,
ZBTB20,TRPS1,0.001773152,Predicted,8,
CPNE4,RIMS1,0.005345237,Predicted,8,
RBFOX1,ELAVL2,0.006283686,Predicted,8,
